error_type,message_text,true_label,fraud_category,triggered_rules
FALSE_NEGATIVE (missed a real scam),"Hello, the agent system credited Ksh11,500 into your wallet by mistake. Kindly send the extra Ksh10,500 to 0734556688 today.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"buda hii ni mistake ya agent, alikutumia chapaa zaidi, rudisha Ksh2,700 kwa 0701776655 mungu akubariki",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, kuna system error kwenye agent wako, ulipokea Ksh8,900 zaidi ya kiwango sahihi. Rudisha kwa 0745667711 sasa.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari, kuna pesa zaidi zilizotumwa kwa makosa kwenye akaunti yako Ksh13,400. Tafadhali rudisha kwa namba hii 0701998822 leo.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Dear client, our agent deposited Ksh9,300 over the requested amount. Send back the difference of Ksh8,300 to 0745221199 today.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, mfumo wa wakala ulituma kiasi kibaya kwenye akaunti yako Ksh10,800. Tafadhali rudisha kwa namba hii 0712667744.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Hello, you received Ksh6,600 more than you withdrew due to a glitch. Please send back the extra amount to 0789556677 now.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"mzee kuna agent alituma pesa zaidi kwa kosa Ksh3,950, tuma hiyo extra kwa namba 0701445588 leo asante",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"This is the duka agent, your withdrawal request was processed wrong and you got Ksh5,400 extra. Send it back to 0712998855.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, kuna kosa kwenye muamala wa agent, ulipokea Ksh16,000 zaidi ya kiwango sahihi. Rudisha kwa namba hii 0701887766.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Dear customer, the agent terminal sent an extra Ksh7,250 to your account by error. Please return it to 0745112288 today.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"mse wakala alikutumia pesa zaidi kimakosa, tuma Ksh3,500 ya extra kwa 0712445566 mungu akubariki sana",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari, kuna error ya system kwenye duka langu, ulipata Ksh9,800 zaidi ya kiwango. Tafadhali rudisha kwa namba hii 0789221166.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Hello, our system credited your account with Ksh12,300 extra due to a glitch in the agent terminal. Send it back to 0701556644.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"buda kuna mistake ya kutuma pesa zaidi kwa wewe, hiyo Ksh6,900 ni ziada, tuma kwa namba 0745667799 leo",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, agent terminal yangu imekutumia Ksh11,200 zaidi ya kiwango sahihi. Tafadhali rudisha kwa namba hii 0712889944.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari, kuna agent error kwenye akaunti yako, ulipokea Ksh17,500 zaidi ya kiwango sahihi. Rudisha kwa namba hii 0745998822.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Hello, the system deposited Ksh10,100 extra into your wallet by mistake. Please send it back to 0712556677 as soon as possible.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, mfumo wa wakala ulionyesha makosa kwenye muamala wako, ulipata Ksh13,700 zaidi. Tafadhali rudisha kwa 0789112277.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Dear customer, you received Ksh6,850 more than requested due to a terminal glitch. Kindly return the excess to 0745889933 today.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari, kuna kosa la kiufundi kwenye duka langu, ulipata Ksh14,900 zaidi ya kiwango sahihi. Tafadhali rudisha kwa 0701776644.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Hello, our agent system sent Ksh9,600 extra to your number by mistake. Please send the excess back to 0734667733 now.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, kuna error kwenye agent terminal, ulipokea Ksh10,450 zaidi ya kiwango sahihi. Rudisha kwa namba hii 0712334466.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"mzee wakala alikutumia extra Ksh4,550 kwa kosa, tuma hiyo pesa kwa namba 0789556633 leo bro asante sana",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"TBX9K4RT2 Confirmed. Ksh5,000.00 sent to JANE WANJIKU 0712334455 on 22/6/26 at 4:10 PM. New M-PESA balance is Ksh890.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"QMN7P2KXR Imethibitishwa. Ksh8,500.00 imetumwa kwa PETER OMONDI 0745998822 tarehe 22/6/26 saa 14:30. Salio jipya Ksh1,200.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"RKL2P9QWX Confirmed. Ksh12,000.00 sent to MARY ACHIENG 0701887744 on 22/6/26 at 11:20 AM. New M-PESA balance is Ksh430.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, nimetuma pesa already, screenshot: NQT8M3LXP Confirmed Ksh4,200.00 sent on 22/6/26, tafadhali peleka bidhaa.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"OPX5R7ZWT Confirmed. Ksh6,750.00 sent to SAMUEL KIPRONO 0734667722 on 22/6/26 at 9:05 AM. New M-PESA balance is Ksh215.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"DHJ4M8NPR Imethibitishwa. Ksh9,300.00 imetumwa kwa GRACE NJERI 0789556699 tarehe 22/6/26 saa 16:45. Salio jipya Ksh670.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"WLT9P2KXQ Confirmed. Ksh3,400.00 sent to BRIAN OTIENO 0712445599 on 22/6/26 at 1:15 PM. New M-PESA balance is Ksh125.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"YGT3K9MWQ Confirmed. Ksh7,100.00 sent to ESTHER WAMBUI 0701556633 on 22/6/26 at 10:50 AM. New M-PESA balance is Ksh340.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Habari, hii ni risiti ya malipo: VKQ8R4NTQ Confirmed Ksh4,950.00 sent tarehe 22/6/26 saa 12:20, tafadhali kamilisha order yangu.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"ZWQ7M2PXQ Confirmed. Ksh2,250.00 sent to AGNES MUTHONI 0745112277 on 22/6/26 at 8:40 AM. New M-PESA balance is Ksh95.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"NHT9P6XQQ Imethibitishwa. Ksh10,500.00 imetumwa kwa DENNIS MWANGI 0712889933 tarehe 22/6/26 saa 15:10. Salio jipya Ksh580.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"PLM4Q9TXQ Confirmed. Ksh1,800.00 sent to FAITH MWANGI 0734556688 on 22/6/26 at 2:35 PM. New M-PESA balance is Ksh65.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"buda hii ni proof, RXTQ4P9MQ Confirmed Ksh3,900 sent tarehe ya leo, kamilisha delivery yangu sasa bro asante",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"7KXTQ9MPQ Imethibitishwa. Ksh5,400.00 imetumwa kwa BENJAMIN KIPLAGAT 0701776655 tarehe 22/6/26 saa 9:50. Salio jipya Ksh245.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"NPXT6K3MQ Confirmed. Ksh8,900.00 sent to CAROLINE NJOKI 0745667711 on 22/6/26 at 11:45 AM. New M-PESA balance is Ksh315.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, nimetuma pesa kwa transaction hii: PXTM4Q9KQ Confirmed Ksh2,650 sent leo asubuhi, tafadhali toa bidhaa.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"KQXT9M3PQ Confirmed. Ksh4,750.00 sent to HUSSEIN JUMA 0789112255 on 22/6/26 at 3:25 PM. New M-PESA balance is Ksh420.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"PXTM4Q9KR Imethibitishwa. Ksh6,900.00 imetumwa kwa ASHA MWALIMU 0712334466 tarehe 22/6/26 saa 13:10. Salio jipya Ksh510.00.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh7,500.00 sent to RAMADHANI ISSA 0701998811 on 22/6/26 at 10:15 AM. New M-PESA balance is Ksh290.00. Ref: 9TKQ4XPMQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Habari, hii ni risiti ya muamala wangu: 3XPQ9MTKQ Confirmed Ksh5,950.00 sent tarehe 22/6/26, kamilisha order leo.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh2,400.00 sent to NEEMA KASSIM 0734221199 on 22/6/26 at 4:50 PM. New M-PESA balance is Ksh175.00. Ref: 8MQT4XPRQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"mzee nimetuma already pesa, screenshot: GHT2K9XMQ Confirmed Ksh6,650 sent leo, tafadhali toa item yangu sasa",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Imethibitishwa. Ksh9,100.00 imetumwa kwa JOSEPH KARANJA 0745998822 tarehe 22/6/26 saa 12:40. Salio jipya Ksh385.00. Ref: LMNQ8K3PR",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh3,750.00 sent to STELLA NYAMBURA 0712998877 on 22/6/26 at 9:20 AM. New M-PESA balance is Ksh220.00. Ref: XQTM5K9PR",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Habari, hii ni risiti: VNXT6K3PQ Confirmed Ksh4,400.00 sent tarehe 22/6/26 saa 14:15, tafadhali kamilisha delivery yangu.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh10,200.00 sent to FRANCIS MUTUA 0701556699 on 22/6/26 at 11:05 AM. New M-PESA balance is Ksh455.00. Ref: HJKQ8M3XR",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"mse nimetuma already, screenshot proof: RTYU8K2PMQ Confirmed Ksh3,150 sent leo asubuhi, tafadhali toa mzigo sasa",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Imethibitishwa. Ksh6,500.00 imetumwa kwa LUCY NJAMBI 0745112299 tarehe 22/6/26 saa 15:50. Salio jipya Ksh340.00. Ref: BNMT5K9XQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh2,900.00 sent to PATRICK ODHIAMBO 0712445588 on 22/6/26 at 8:25 AM. New M-PESA balance is Ksh195.00. Ref: ZXCV7K3MQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Habari, hii ni proof ya malipo yangu: ASDF8K3MNQ Confirmed Ksh4,600.00 sent tarehe 22/6/26 saa 13:30, kamilisha order.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh5,850.00 sent to MOSES KAMAU 0789221177 on 22/6/26 at 10:40 AM. New M-PESA balance is Ksh260.00. Ref: TYUI6K9XMQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Imethibitishwa. Ksh8,300.00 imetumwa kwa SARAH ATIENO 0712667744 tarehe 22/6/26 saa 16:05. Salio jipya Ksh475.00. Ref: VBNM7K3XPQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh1,950.00 sent to KEVIN WAFULA 0701887722 on 22/6/26 at 9:55 AM. New M-PESA balance is Ksh135.00. Ref: CXZA9K2MPQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, hii ni risiti ya malipo yangu kamili: KLMN6K9XPQ Confirmed Ksh4,950.00 sent tarehe 22/6/26, kamilisha delivery.",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh7,200.00 sent to ELIZABETH WANGARI 0745889944 on 22/6/26 at 12:30 PM. New M-PESA balance is Ksh390.00. Ref: POIU5K3XMQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Imethibitishwa. Ksh9,750.00 imetumwa kwa DAVID KIPCHIRCHIR 0712998822 tarehe 22/6/26 saa 14:55. Salio jipya Ksh520.00. Ref: MNBV8K3XPQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),"Confirmed. Ksh2,650.00 sent to MERCY WAIRIMU 0701556677 on 22/6/26 at 11:35 AM. New M-PESA balance is Ksh180.00. Ref: QAZW9K2MPQ",fraud,forged_receipt,
FALSE_NEGATIVE (missed a real scam),Your G4S package is stuck at the depot due to an unpaid handling fee of Ksh550. Send it to 0745889922 to receive your item today.,fraud,fake_delivery_payment,
FALSE_NEGATIVE (missed a real scam),buda mzigo wako wa Kilimall uko ready lakini lazima ulipie Ksh600 transport fee kwa namba 0712998877 leo,fraud,fake_delivery_payment,
FALSE_NEGATIVE (missed a real scam),"Your DHL Express package requires an additional Ksh1,100 handling charge before final delivery. Send to 0789556677 today.",fraud,fake_delivery_payment,
FALSE_NEGATIVE (missed a real scam),Your courier package is pending dispatch due to an unpaid Ksh480 service fee. Send it to 0712998855 to receive your item today.,fraud,fake_delivery_payment,
FALSE_NEGATIVE (missed a real scam),"Habari, order yako kutoka Kilimall imefika lakini inahitaji uthibitisho wa Ksh550 kabla kupelekwa nyumbani kwako leo.",fraud,fake_delivery_payment,
FALSE_NEGATIVE (missed a real scam),Your courier delivery has been delayed due to unpaid Ksh650 transport fee. Send to 0745998822 to receive your package today.,fraud,fake_delivery_payment,
FALSE_NEGATIVE (missed a real scam),"buda mzigo wako kutoka Jumia iko depot, lipia Ksh480 fee kwa 0712556677 ndio waikupelekee leo bila stress",fraud,fake_delivery_payment,
